date,personal_income,disposable_income,real_disposable_income,personal_consumption,personal_saving,saving_rate,compensation,wages_salaries,private_wages,govt_wages,supplements,proprietors_income,farm_income,nonfarm_income,rental_income,interest_income,dividend_income,transfer_receipts,social_security,medicare,medicaid,unemployment,veterans,social_contributions,personal_taxes,population,dpi_per_capita
1969-01-31,766.3,667.1,3611.0,583.5,68.5,10.3,558.5,495.3,394.7,100.6,63.2,75.2,11.5,63.8,20.2,71.3,23.9,59.8,56.6,6.3,4.4,2.3,6.1,42.7,99.2,201821.0,3305.0
1969-02-28,771.8,668.9,3611.8,588.7,64.9,9.7,561.9,498.2,396.9,101.3,63.7,75.7,11.5,64.2,20.2,72.3,23.9,60.6,57.4,6.4,4.5,2.3,6.4,42.9,102.9,201952.0,3312.0
1969-03-31,779.0,673.3,3618.3,588.9,68.9,10.2,567.9,503.7,401.7,102.0,64.2,75.9,11.7,64.2,20.2,73.2,24.0,60.9,57.6,6.5,4.4,2.3,6.4,43.2,105.7,202092.0,3332.0
1969-04-30,784.3,675.3,3613.0,593.9,65.5,9.7,571.8,507.0,404.8,102.2,64.8,76.7,12.3,64.4,20.3,73.7,24.0,61.2,57.9,6.6,4.3,2.3,6.6,43.4,109.0,202246.0,3339.0
1969-05-31,790.5,685.7,3654.1,600.3,69.4,10.1,576.6,511.3,408.2,103.1,65.3,77.2,12.6,64.6,20.3,74.5,24.0,61.6,58.2,6.6,4.4,2.2,6.7,43.7,104.8,202419.0,3388.0
1969-06-30,797.1,693.9,3679.9,600.9,76.9,11.1,581.7,515.9,411.8,104.1,65.9,77.5,12.8,64.7,20.3,75.3,24.4,61.8,58.4,6.7,4.4,2.1,6.5,44.0,103.2,202592.0,3425.0
1969-07-31,805.0,701.8,3705.6,602.7,82.9,11.8,588.5,522.0,414.8,107.2,66.5,77.6,12.9,64.7,20.4,76.2,24.2,62.4,59.1,6.7,4.5,2.3,6.6,44.4,103.2,202777.0,3461.0
1969-08-31,812.2,708.1,3728.3,609.9,81.7,11.5,593.8,526.8,418.6,108.2,67.0,78.2,13.2,65.1,20.4,77.2,24.3,63.0,59.6,6.8,4.6,2.4,6.7,44.6,104.1,202984.0,3488.0
1969-09-30,817.7,712.6,3736.6,613.2,82.8,11.6,598.0,530.5,421.4,109.1,67.5,78.1,13.4,64.7,20.4,78.3,24.4,63.3,60.0,6.9,4.7,2.3,6.7,44.9,105.1,203196.0,3507.0
1969-10-31,822.0,716.7,3745.4,618.5,81.5,11.4,601.4,533.4,424.5,108.8,68.0,77.5,14.0,63.5,20.4,79.5,24.5,63.9,60.6,6.9,4.6,2.4,6.9,45.1,105.3,203401.0,3524.0
1969-11-30,826.4,721.0,3751.9,620.5,83.7,11.6,604.9,536.4,426.6,109.8,68.5,77.1,14.2,63.0,20.4,80.5,24.5,64.2,60.9,6.9,4.8,2.5,6.8,45.3,105.3,203588.0,3542.0
1969-12-31,831.9,725.7,3758.6,622.8,85.9,11.8,608.5,539.6,428.7,110.9,68.9,77.3,14.1,63.2,20.4,81.4,24.8,64.9,61.6,7.0,5.0,2.6,7.0,45.4,106.2,203762.0,3561.0
1970-01-31,836.4,732.1,3778.6,628.7,86.3,11.8,611.4,542.0,428.9,113.1,69.4,77.0,13.8,63.2,20.4,83.5,24.7,65.3,62.1,7.0,4.9,2.7,7.0,45.9,104.2,203929.0,3590.0
1970-02-28,841.8,737.4,3790.5,634.0,86.1,11.7,614.6,544.8,430.5,114.3,69.8,77.3,13.5,63.8,20.4,84.6,24.5,66.3,63.1,7.0,5.0,3.0,6.8,45.9,104.4,204082.0,3613.0
1970-03-31,847.1,742.0,3805.0,632.3,92.4,12.4,618.8,548.5,432.9,115.6,70.3,77.0,13.3,63.7,20.4,85.9,24.4,66.7,63.7,7.1,5.0,2.9,7.0,46.2,105.1,204246.0,3633.0
1970-04-30,859.9,753.8,3846.0,636.0,100.3,13.3,617.4,546.7,431.1,115.6,70.7,76.6,12.5,64.2,20.2,87.3,24.3,80.2,77.2,7.1,5.2,3.5,7.0,46.2,106.1,204504.0,3686.0
1970-05-31,857.7,753.1,3830.3,642.4,93.2,12.4,619.9,548.7,432.1,116.6,71.2,76.9,12.3,64.6,20.2,88.8,24.3,73.8,70.9,7.2,5.4,4.1,7.5,46.3,104.5,204719.0,3679.0
1970-06-30,862.6,756.6,3838.2,646.3,92.7,12.3,623.4,551.8,434.5,117.3,71.6,76.6,12.4,64.3,20.2,90.2,24.2,74.2,71.3,7.2,5.4,4.1,7.3,46.3,105.9,204941.0,3692.0
1970-07-31,870.6,770.2,3892.6,648.5,104.0,13.5,627.0,554.9,437.1,117.8,72.1,78.0,13.1,64.9,20.9,92.1,24.2,75.1,72.2,7.3,5.6,4.3,7.4,46.8,100.4,205174.0,3754.0
1970-08-31,875.1,774.6,3905.1,652.9,103.9,13.4,629.0,556.6,438.3,118.3,72.5,78.4,13.2,65.3,20.9,93.3,24.2,76.0,73.1,7.3,5.6,4.5,7.4,46.7,100.4,205418.0,3771.0
1970-09-30,878.4,777.3,3900.8,659.1,100.3,12.9,628.6,555.7,436.9,118.9,72.9,79.0,13.2,65.8,20.9,94.4,24.3,77.9,75.1,7.4,5.7,4.8,8.1,46.6,101.1,205664.0,3779.0
1970-10-31,879.7,778.6,3888.1,658.3,102.3,13.1,627.1,554.0,435.1,118.9,73.1,78.6,12.6,66.1,21.2,95.0,24.4,79.8,77.1,7.4,5.8,5.1,7.9,46.4,101.1,205906.0,3781.0
1970-11-30,882.3,780.5,3882.3,656.6,105.8,13.6,628.7,555.1,435.4,119.7,73.6,78.9,12.5,66.4,21.2,95.8,24.5,79.6,76.8,7.5,5.9,5.7,7.9,46.4,101.8,206131.0,3786.0
1970-12-31,889.2,787.5,3900.0,665.6,103.7,13.2,634.3,560.0,439.4,120.6,74.3,79.3,12.4,66.8,21.2,96.5,23.8,80.9,78.2,7.6,6.1,5.4,8.2,46.7,101.7,206352.0,3816.0
1971-01-31,898.8,801.3,3959.8,676.1,106.8,13.3,644.5,567.7,444.7,123.0,76.8,80.2,13.0,67.2,21.1,97.2,25.2,81.0,78.3,7.7,6.1,5.4,8.1,50.3,97.5,206567.0,3879.0
1971-02-28,903.2,804.7,3965.2,679.4,106.8,13.3,647.8,570.4,446.5,123.9,77.4,79.8,13.1,66.7,21.1,97.8,25.1,82.1,79.5,7.8,6.3,5.8,8.3,50.4,98.5,206762.0,3892.0
1971-03-31,909.0,810.0,3978.2,682.0,109.4,13.5,651.4,573.4,448.7,124.7,78.0,81.0,13.2,67.8,21.1,98.3,24.8,83.0,80.3,7.8,6.2,6.0,8.4,50.6,99.0,206960.0,3914.0
1971-04-30,915.0,814.9,3986.5,688.8,107.3,13.2,655.0,576.4,451.6,124.8,78.6,82.1,13.2,68.9,21.7,98.7,24.9,83.5,80.8,7.9,6.4,6.2,8.3,50.8,100.2,207163.0,3933.0
1971-05-31,922.4,821.6,4002.6,691.1,111.5,13.6,660.8,581.5,455.9,125.6,79.3,82.9,13.3,69.6,21.7,99.3,24.9,84.0,81.3,8.0,6.6,6.3,8.2,51.1,100.8,207361.0,3962.0
1971-06-30,943.8,842.6,4087.3,699.8,123.8,14.7,663.6,583.5,457.0,126.5,80.1,83.6,13.3,70.3,21.7,99.8,25.1,101.3,98.7,8.0,6.8,6.4,8.4,51.2,101.2,207562.0,4060.0
1971-07-31,934.8,833.2,4029.1,698.9,115.0,13.8,665.7,585.1,457.9,127.2,80.6,84.0,12.9,71.1,22.0,100.4,25.1,88.7,86.1,8.1,6.9,6.2,8.5,51.1,101.7,207771.0,4010.0
1971-08-31,940.8,838.5,4043.3,704.9,114.1,13.6,670.3,589.1,461.0,128.1,81.3,84.5,12.9,71.6,22.0,100.9,25.2,89.0,86.3,8.1,6.9,6.3,8.5,51.3,102.3,207998.0,4031.0
1971-09-30,947.7,844.7,4067.3,713.0,112.1,13.3,674.3,592.2,463.4,128.8,82.1,85.2,13.1,72.1,22.0,101.5,25.2,91.0,88.3,8.2,7.0,6.5,8.5,51.5,103.0,208230.0,4057.0
1971-10-31,951.8,848.8,4080.4,715.8,113.1,13.3,676.6,593.8,465.0,128.8,82.8,87.0,14.2,72.8,22.5,101.8,25.3,90.2,87.5,8.3,7.1,6.4,8.5,51.5,103.1,208450.0,4072.0
1971-11-30,958.6,852.5,4090.0,720.9,111.5,13.1,680.1,596.5,467.0,129.5,83.6,88.2,14.2,73.9,22.5,102.4,25.4,91.7,89.0,8.3,7.3,6.4,8.7,51.7,106.1,208648.0,4086.0
1971-12-31,967.4,860.2,4110.9,728.4,111.6,13.0,689.9,605.0,474.5,130.5,84.8,88.5,14.2,74.2,22.5,103.1,24.1,91.8,89.0,8.4,7.4,6.3,8.6,52.4,107.2,208829.0,4119.0
1972-01-31,976.1,859.4,4090.1,731.5,107.6,12.5,700.8,612.0,478.8,133.2,88.7,87.8,12.9,74.9,23.1,104.0,26.1,91.9,89.1,8.4,7.6,5.7,8.7,57.5,116.7,208989.0,4112.0
1972-02-29,987.9,868.0,4115.2,736.2,111.4,12.8,709.5,619.4,485.2,134.2,90.1,87.4,13.0,74.4,23.1,104.8,26.2,95.3,92.4,8.5,7.8,6.7,10.7,58.4,119.9,209137.0,4150.0
1972-03-31,995.6,872.9,4132.3,749.2,103.1,11.8,714.8,624.0,488.9,135.1,90.8,88.5,13.5,75.0,23.1,105.8,26.1,95.8,92.9,8.5,8.1,7.3,9.7,58.5,122.7,209299.0,4170.0
1972-04-30,998.5,873.9,4130.6,752.5,100.5,11.5,718.4,627.0,492.3,134.7,91.4,91.3,14.9,76.4,20.2,106.7,26.2,94.4,91.4,8.6,7.9,7.2,8.5,58.6,124.6,209466.0,4172.0
1972-05-31,1004.9,882.2,4160.9,758.0,103.2,11.7,722.1,630.0,494.4,135.6,92.1,92.2,15.4,76.7,20.2,107.7,26.5,95.1,92.0,8.7,8.0,6.9,8.6,58.8,122.7,209635.0,4208.0
1972-06-30,1009.2,886.4,4174.2,761.6,103.6,11.7,726.9,634.1,497.4,136.7,92.7,90.5,15.9,74.5,20.2,108.8,26.6,95.2,92.1,8.8,8.0,6.5,8.6,59.0,122.9,209811.0,4225.0
1972-07-31,1019.0,896.0,4204.5,769.9,104.8,11.7,728.9,636.0,498.8,137.3,92.9,93.0,16.0,77.0,23.9,110.1,27.0,95.8,92.6,8.9,8.3,6.3,8.7,59.6,123.0,209986.0,4267.0
1972-08-31,1031.4,907.0,4243.5,776.3,109.3,12.0,736.0,642.5,504.1,138.5,93.5,96.1,17.1,79.1,23.9,111.3,27.1,96.2,93.0,8.9,9.0,5.8,8.7,59.3,124.4,210177.0,4315.0
1972-09-30,1040.0,914.6,4260.0,781.1,112.0,12.2,742.3,648.4,508.8,139.6,93.9,97.4,18.5,79.0,23.9,112.5,27.2,96.1,92.9,9.0,8.5,5.2,9.0,59.5,125.4,210379.0,4347.0
1972-10-31,1065.1,938.6,4366.9,794.9,122.0,13.0,752.6,658.1,515.8,142.3,94.4,103.2,21.5,81.7,23.8,114.0,27.5,104.2,100.9,9.1,8.6,5.1,9.1,60.0,126.6,210568.0,4457.0
1972-11-30,1079.2,951.8,4415.4,800.5,129.7,13.6,758.4,663.5,520.2,143.3,94.9,106.5,22.6,83.9,23.8,115.2,27.6,108.2,104.9,9.2,8.5,5.0,11.9,60.4,127.3,210739.0,4517.0
1972-12-31,1086.6,959.2,4435.1,806.1,131.2,13.7,765.3,670.2,526.0,144.3,95.1,107.2,23.0,84.2,23.8,116.3,28.0,106.8,103.4,9.3,8.2,4.9,10.3,60.7,127.5,210903.0,4548.0
1973-01-31,1085.6,957.1,4411.9,816.5,118.8,12.4,777.8,676.1,531.9,144.2,101.7,104.4,21.1,83.3,23.5,117.0,28.0,108.0,104.4,9.4,8.7,4.7,10.3,73.2,128.5,211053.0,4535.0
1973-02-28,1095.3,969.3,4444.7,825.8,121.5,12.5,786.4,684.3,539.3,145.1,102.1,103.8,21.5,82.3,23.5,118.2,28.4,108.8,105.1,9.5,8.7,4.5,10.1,73.7,126.0,211187.0,4590.0
1973-03-31,1104.4,979.7,4461.0,832.8,124.8,12.7,792.0,689.6,543.7,145.9,102.4,104.2,22.7,81.5,23.5,119.5,28.7,110.4,106.7,9.7,9.7,4.5,9.9,74.0,124.7,211337.0,4636.0
1973-04-30,1114.7,988.3,4466.7,835.7,130.3,13.2,797.8,695.1,548.7,146.4,102.7,107.8,26.2,81.6,23.3,120.7,29.1,110.3,106.5,9.8,9.1,4.4,10.0,74.4,126.4,211499.0,4673.0
1973-05-31,1125.1,995.0,4475.0,841.6,130.9,13.2,802.9,699.8,552.6,147.2,103.0,110.1,27.7,82.4,23.3,122.3,29.2,112.1,108.2,10.0,10.2,4.5,10.0,74.7,130.1,211662.0,4701.0
1973-06-30,1134.7,1003.7,4488.3,844.3,136.8,13.6,809.0,705.6,557.7,147.9,103.4,111.9,28.8,83.1,23.3,124.0,29.6,112.0,108.0,10.1,9.5,4.4,10.0,75.1,131.0,211828.0,4738.0
1973-07-31,1142.2,1009.8,4499.0,854.1,132.9,13.2,815.5,711.7,562.8,148.8,103.8,111.9,27.7,84.2,22.3,126.6,29.9,111.7,107.7,10.3,9.2,4.4,10.1,75.7,132.4,212001.0,4763.0
1973-08-31,1152.0,1018.1,4484.4,853.3,141.9,13.9,819.3,715.1,565.5,149.6,104.2,113.7,29.5,84.3,22.3,128.4,30.5,113.7,109.7,10.5,10.1,4.5,10.2,76.0,133.8,212191.0,4798.0
1973-09-30,1163.4,1027.4,4507.3,869.2,135.1,13.1,826.5,721.8,571.4,150.3,104.7,115.7,31.2,84.5,22.3,130.1,30.7,114.5,110.4,10.6,9.8,4.6,10.4,76.5,136.0,212382.0,4837.0
1973-10-31,1180.2,1042.3,4546.9,868.2,149.7,14.4,834.2,728.5,576.0,152.4,105.7,121.8,37.4,84.4,23.3,131.4,30.9,115.6,111.4,10.8,10.0,4.8,10.6,77.0,137.9,212555.0,4904.0
1973-11-30,1192.6,1052.5,4554.1,876.9,151.1,14.4,843.0,736.6,583.2,153.4,106.4,123.0,38.1,84.9,23.3,133.1,31.2,116.8,112.5,11.0,10.1,4.8,10.6,77.7,140.1,212710.0,4948.0
1973-12-31,1199.2,1057.3,4537.2,876.6,156.0,14.8,847.9,740.9,586.6,154.4,107.0,121.8,36.9,84.9,23.3,134.7,32.3,117.0,112.8,11.2,10.3,4.7,10.6,77.9,141.9,212859.0,4967.0
1974-01-31,1200.4,1059.6,4504.1,884.5,151.7,14.3,853.3,743.8,589.3,154.5,109.4,117.3,31.6,85.7,23.5,136.1,32.2,120.8,116.4,11.5,10.1,5.5,11.1,82.8,140.7,213003.0,4975.0
1974-02-28,1207.1,1063.9,4470.2,889.7,150.8,14.2,858.6,748.5,592.8,155.6,110.1,115.8,28.6,87.2,23.5,137.9,32.4,121.9,117.6,11.7,10.3,5.9,10.7,83.1,143.2,213143.0,4991.0
1974-03-31,1213.1,1068.6,4438.2,901.4,143.6,13.4,863.1,752.2,595.5,156.7,110.9,114.1,25.6,88.5,23.5,139.8,32.9,122.9,118.6,11.9,10.3,6.2,10.7,83.4,144.5,213286.0,5010.0
1974-04-30,1220.9,1075.3,4435.1,910.8,140.8,13.1,868.6,756.7,599.6,157.1,111.9,109.5,21.4,88.1,22.9,142.3,33.0,128.5,124.1,12.1,11.1,6.6,10.7,83.9,145.6,213437.0,5038.0
1974-05-31,1234.1,1084.8,4430.6,922.4,138.5,12.8,879.3,766.1,607.9,158.2,113.2,108.8,19.7,89.1,22.9,144.4,33.3,130.2,125.7,12.4,11.3,6.8,10.8,84.8,149.2,213600.0,5079.0
1974-06-30,1243.7,1091.8,4421.7,928.0,139.6,12.8,887.6,773.1,613.9,159.2,114.5,107.6,19.1,88.5,22.9,146.4,33.6,131.0,126.3,12.6,11.0,6.7,10.8,85.4,151.9,213770.0,5107.0
1974-07-31,1257.8,1104.1,4438.7,937.9,141.7,12.8,892.7,776.9,616.8,160.2,115.7,110.2,20.9,89.3,23.3,148.2,33.5,136.0,131.3,12.8,11.1,6.8,12.1,86.1,153.8,213948.0,5160.0
1974-08-31,1268.8,1114.1,4432.6,954.8,134.6,12.1,900.0,783.0,621.7,161.3,117.0,111.1,21.5,89.6,23.3,150.3,33.4,136.9,132.1,13.1,11.2,7.0,11.6,86.3,154.8,214144.0,5202.0
1974-09-30,1280.7,1124.5,4428.0,955.1,144.5,12.9,907.9,789.4,627.0,162.4,118.5,111.7,22.1,89.6,23.3,152.4,33.6,138.4,133.4,13.3,11.8,7.0,11.8,86.7,156.2,214349.0,5246.0
1974-10-31,1294.0,1136.2,4442.6,959.2,152.1,13.4,915.6,795.5,629.9,165.6,120.1,113.0,23.8,89.2,23.0,154.9,33.6,141.1,135.9,13.5,12.0,7.8,11.7,87.2,157.8,214538.0,5296.0
1974-11-30,1296.0,1138.6,4419.0,956.2,157.2,13.8,911.8,790.7,623.8,166.9,121.1,113.4,23.9,89.5,23.0,157.0,33.5,143.5,138.2,13.8,12.3,8.5,11.8,86.3,157.3,214704.0,5303.0
1974-12-31,1305.4,1147.8,4419.7,961.8,160.3,14.0,914.1,791.4,623.1,168.3,122.7,114.0,23.3,90.7,23.0,159.1,33.2,148.2,143.1,14.0,11.6,9.6,15.2,86.2,157.7,214857.0,5342.0
1975-01-31,1312.3,1154.2,4417.4,975.6,152.3,13.2,917.5,792.5,623.5,169.0,125.0,113.6,20.4,93.2,22.7,161.8,33.0,151.6,145.9,14.2,13.1,12.0,13.2,87.9,158.1,214998.0,5368.0
1975-02-28,1318.8,1161.1,4420.1,989.4,145.1,12.5,916.7,790.3,619.8,170.5,126.4,113.1,19.6,93.5,22.7,163.6,32.9,157.2,151.1,14.5,13.7,14.0,15.0,87.4,157.7,215132.0,5397.0
1975-03-31,1324.2,1166.0,4424.1,990.6,148.6,12.7,920.9,792.9,620.9,172.1,128.0,111.5,19.2,92.3,22.7,165.0,32.8,158.8,152.4,14.7,13.0,16.5,13.5,87.5,158.2,215276.0,5416.0
1975-04-30,1330.3,1191.4,4505.1,995.0,169.6,14.2,922.6,793.3,620.3,173.0,129.3,112.8,19.6,93.2,22.4,164.8,32.7,162.4,155.5,15.0,13.3,18.8,13.3,87.5,139.0,215438.0,5530.0
1975-05-31,1343.8,1265.1,4765.1,1018.9,219.3,17.3,931.7,800.8,626.3,174.5,130.8,114.3,20.0,94.3,22.4,165.9,32.6,165.0,158.1,15.2,13.2,19.6,13.5,88.1,78.7,215646.0,5867.0
1975-06-30,1375.8,1230.2,4604.9,1026.8,176.4,14.3,939.2,806.9,631.0,175.9,132.3,115.9,20.8,95.1,22.4,167.0,32.6,187.2,180.3,15.5,14.8,19.8,13.8,88.5,145.6,215871.0,5699.0
1975-07-31,1372.3,1221.6,4533.9,1039.8,154.4,12.6,944.6,811.2,634.5,176.7,133.5,119.2,23.0,96.2,22.2,168.5,32.5,174.0,167.0,15.7,13.7,21.2,13.6,88.9,150.6,216084.0,5654.0
1975-08-31,1388.5,1235.1,4564.1,1047.0,160.5,13.0,958.4,823.6,645.7,177.9,134.8,120.5,23.9,96.6,22.2,169.7,32.7,174.9,167.8,16.0,13.6,20.1,13.8,89.9,153.4,216294.0,5710.0
1975-09-30,1398.7,1244.2,4575.2,1054.8,161.7,13.0,965.0,829.1,650.3,178.9,135.8,122.4,24.4,97.9,22.2,170.8,33.2,175.6,168.4,16.3,14.0,19.3,14.3,90.5,154.4,216490.0,5747.0
1975-10-31,1413.4,1256.7,4594.3,1060.9,168.0,13.4,974.8,837.9,656.7,181.2,136.9,124.3,25.0,99.3,21.9,172.3,33.4,177.9,170.7,16.5,15.0,19.2,14.5,91.2,156.7,216679.0,5800.0
1975-11-30,1422.4,1263.8,4590.9,1075.8,160.2,12.7,983.8,846.2,664.0,182.2,137.6,125.3,24.5,100.7,21.9,173.2,33.8,176.3,169.0,16.8,14.1,18.7,14.3,91.8,158.6,216851.0,5828.0
1975-12-31,1432.3,1272.0,4595.3,1092.1,152.2,12.0,991.5,853.2,670.0,183.2,138.3,126.0,23.5,102.5,21.9,173.9,32.7,178.8,171.5,17.1,14.8,18.7,14.7,92.5,160.3,217013.0,5862.0
1976-01-31,1447.2,1285.2,4625.1,1107.1,150.6,11.7,1008.0,865.1,681.4,183.8,142.9,125.3,20.7,104.6,21.9,173.5,35.2,181.9,174.8,17.3,15.4,18.3,14.8,98.5,162.0,217172.0,5918.0
1976-02-29,1457.5,1294.9,4653.7,1107.7,159.8,12.3,1015.4,872.0,687.2,184.8,143.5,126.4,19.3,107.0,21.7,174.3,36.5,182.2,175.1,17.6,14.6,17.2,16.9,99.0,162.7,217315.0,5959.0
1976-03-31,1463.6,1300.7,4667.6,1114.9,158.5,12.2,1020.7,876.6,690.8,185.8,144.1,127.6,18.2,109.3,21.3,175.4,36.7,181.2,174.2,17.9,15.4,17.5,14.1,99.4,162.8,217455.0,5982.0
1976-04-30,1472.5,1305.4,4673.7,1125.4,152.5,11.7,1028.6,883.5,697.1,186.4,145.1,127.9,17.6,110.3,20.8,177.6,37.3,180.3,173.3,18.1,15.1,16.7,13.8,99.9,167.1,217607.0,5999.0
1976-05-31,1481.2,1311.7,4673.8,1122.7,161.4,12.3,1037.0,890.9,703.6,187.3,146.2,128.3,17.0,111.4,20.4,179.0,38.2,178.9,171.9,18.4,14.5,16.0,13.7,100.6,169.6,217773.0,6023.0
1976-06-30,1489.9,1318.7,4678.3,1140.5,150.5,11.4,1040.9,893.8,705.6,188.2,147.1,129.7,16.5,113.1,20.2,180.4,38.6,180.9,174.0,18.6,15.0,16.1,13.7,100.8,171.3,217948.0,6050.0
1976-07-31,1506.7,1332.9,4705.1,1149.6,155.5,11.7,1049.1,900.6,712.1,188.6,148.4,131.6,16.3,115.4,20.1,181.5,39.3,186.6,179.8,18.9,15.7,16.3,13.2,101.6,173.8,218134.0,6111.0
1976-08-31,1519.3,1343.0,4714.6,1158.0,157.0,11.7,1059.5,909.6,720.2,189.5,149.9,132.4,16.1,116.4,20.0,182.9,39.9,186.7,180.1,19.2,15.7,16.2,12.9,102.3,176.3,218337.0,6151.0
1976-09-30,1529.2,1350.8,4715.6,1168.8,153.8,11.4,1066.5,915.1,724.7,190.4,151.4,134.0,16.0,118.0,19.9,184.2,40.4,186.9,180.4,19.5,16.2,15.8,12.4,102.7,178.3,218542.0,6181.0
1976-10-31,1536.7,1355.5,4707.4,1176.8,150.4,11.1,1073.2,920.5,727.4,193.0,152.8,133.7,16.3,117.4,19.7,185.5,41.1,186.3,180.0,19.7,15.4,15.2,12.3,102.8,181.1,218739.0,6197.0
1976-11-30,1557.2,1374.0,4749.8,1189.0,156.3,11.4,1085.9,931.0,736.9,194.1,154.9,137.1,16.3,120.8,19.2,187.5,41.9,189.5,183.4,20.0,15.9,15.5,13.6,103.9,183.2,218920.0,6276.0
1976-12-31,1570.7,1386.9,4767.9,1211.5,146.4,10.6,1095.3,938.4,743.2,195.1,156.9,137.8,16.3,121.5,18.4,190.6,42.4,190.7,184.8,20.3,16.5,15.8,13.7,104.5,183.8,219093.0,6330.0
1977-01-31,1572.2,1392.2,4758.3,1215.0,147.6,10.6,1100.2,939.3,743.7,195.6,160.9,138.2,16.3,121.8,17.1,193.4,42.0,189.4,183.7,20.6,15.1,15.4,14.1,108.2,180.0,219262.0,6349.0
1977-02-28,1589.6,1390.7,4716.2,1231.3,129.4,9.3,1114.0,950.8,754.0,196.7,163.3,138.5,16.0,122.5,16.3,196.5,42.6,191.0,185.6,20.9,16.7,15.1,13.7,109.4,198.9,219424.0,6338.0
1977-03-31,1604.7,1417.2,4782.4,1238.3,148.6,10.5,1125.6,960.1,762.2,197.9,165.5,139.1,15.5,123.6,15.9,198.6,43.2,192.5,187.2,21.1,16.8,16.0,13.9,110.3,187.4,219594.0,6454.0
1977-04-30,1620.9,1427.7,4789.7,1247.3,149.7,10.5,1137.1,969.8,771.5,198.3,167.3,140.6,14.8,125.8,16.3,201.0,43.6,193.4,188.3,21.4,17.0,13.8,15.6,111.1,193.3,219772.0,6496.0
1977-05-31,1633.2,1435.2,4790.6,1257.1,147.1,10.3,1151.1,981.7,782.1,199.6,169.4,141.0,14.1,126.9,16.4,202.5,43.5,190.9,185.9,21.7,17.3,13.3,13.2,112.2,198.1,219953.0,6525.0
1977-06-30,1644.9,1449.2,4810.5,1263.6,154.3,10.6,1162.6,991.2,790.2,201.0,171.4,140.0,13.4,126.6,16.3,204.6,44.6,189.9,185.0,22.0,18.1,12.8,11.3,113.0,195.7,220143.0,6583.0
1977-07-31,1662.6,1466.1,4841.6,1280.5,154.1,10.5,1172.7,999.7,797.5,202.1,173.0,140.9,10.7,130.2,15.9,207.1,45.3,194.5,189.7,22.2,15.6,12.0,12.8,113.8,196.5,220349.0,6654.0
1977-08-31,1676.9,1478.9,4861.2,1285.7,161.4,10.9,1180.1,1005.6,801.9,203.7,174.5,142.0,11.1,130.9,15.6,209.9,45.6,197.9,193.0,22.5,17.7,12.2,13.1,114.1,198.0,220573.0,6705.0
1977-09-30,1693.7,1492.6,4887.8,1294.5,165.8,11.1,1193.6,1017.2,812.1,205.2,176.3,144.1,13.5,130.7,15.3,212.6,45.9,197.3,192.4,22.8,16.9,11.5,12.7,115.1,201.2,220796.0,6760.0
1977-10-31,1716.3,1510.4,4923.4,1311.4,166.4,11.0,1208.7,1030.7,822.0,208.7,178.0,150.6,20.2,130.4,15.0,216.1,46.3,195.7,190.8,23.1,15.0,12.0,12.9,116.2,205.9,221007.0,6834.0
1977-11-30,1739.8,1531.2,4962.7,1327.0,171.3,11.2,1218.1,1038.5,828.2,210.3,179.6,157.1,22.8,134.3,15.0,218.7,46.8,200.9,195.9,23.3,17.1,11.9,13.1,116.8,208.6,221206.0,6922.0
1977-12-31,1756.0,1545.0,4983.5,1336.0,175.7,11.4,1226.1,1045.3,833.4,211.9,180.7,161.8,23.1,138.7,15.3,221.2,47.3,201.4,196.2,23.6,17.4,11.6,13.8,117.0,210.9,221390.0,6979.0
1978-01-31,1760.1,1547.4,4962.0,1329.5,184.0,11.9,1236.6,1051.4,838.9,212.5,185.2,157.0,19.4,137.7,15.8,222.8,47.9,202.4,196.9,23.9,16.5,11.1,14.1,122.4,212.7,221553.0,6984.0
1978-02-28,1776.2,1563.8,4991.5,1355.1,174.3,11.1,1249.2,1062.2,848.5,213.7,186.9,158.5,18.2,140.3,16.0,225.1,48.2,203.0,197.4,24.2,17.6,10.8,13.8,123.7,212.4,221711.0,7053.0
1978-03-31,1797.9,1587.1,5033.0,1377.5,174.6,11.0,1267.0,1077.9,863.4,214.5,189.0,160.0,17.9,142.1,15.9,227.4,48.6,204.6,198.8,24.4,18.3,10.4,13.4,125.6,210.8,221892.0,7152.0
1978-04-30,1821.9,1604.6,5050.5,1396.4,172.7,10.8,1287.6,1096.3,880.4,215.9,191.3,164.3,20.2,144.1,15.5,229.7,48.9,203.7,197.7,24.7,17.9,9.8,13.2,127.8,217.3,222084.0,7225.0
1978-05-31,1837.0,1615.1,5047.2,1412.0,167.0,10.3,1296.8,1103.9,886.6,217.3,192.9,165.8,21.1,144.7,15.5,231.9,49.3,206.6,200.4,25.0,19.8,9.4,13.6,128.8,222.0,222278.0,7266.0
1978-06-30,1855.8,1625.7,5047.5,1425.8,163.3,10.0,1313.1,1118.0,899.3,218.7,195.1,168.2,21.4,146.8,15.9,234.0,50.0,205.1,198.7,25.3,18.2,9.0,13.4,130.6,230.0,222482.0,7307.0
1978-07-31,1876.2,1642.8,5072.8,1426.8,178.8,10.9,1325.4,1128.6,907.6,220.9,196.9,166.7,21.2,145.6,16.7,235.8,50.7,212.8,206.3,25.7,18.7,9.1,13.3,132.0,233.4,222697.0,7377.0
